code,name,CC_1,CC_2,class,classF,cooperation_level,has_river_border,dist_class,class_stage1,classF_stage1,class_stage2,classF_stage2,measured_stage2,changed_stage2,changed_stage3,changed_overall,near_share_stage1,near_share_stage2,audit_error_class,audit_tier,comment_stage2,comment_stage3
EU314,Magnor / Kortlanda-Eda glasbruk,NOR,SWE,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,1.0,1.0,,,,
EU315,Svullrya / Lekvattnet-Rottnemon,NOR,SWE,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU317,Petzen / Peca (part of the Karawanken / Karavanke transboundary groundwater body),AUT,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU318,Uschowa / Ol?eva (part of the Karawanken / Karavanke transboundary groundwater body),AUT,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU319,Koschuta / Ko?uta (part of the Karawanken / Karavanke transboundary groundwater body),AUT,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU320,Westliche Karawanken / Kepa (part of the Karawanken / Karavanke transboundary groundwater body),AUT,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU321,Vellacher Kotschna / Bela (part of the Karawanken / Karavanke transboundary groundwater body),AUT,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU322,Sliv Kvarnerskog zaljeva / Obmo?je Kvarnerskega zaliva,HRV,SVN,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
EU323,Sliv Reke / Obmo?je Reke,HRV,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU324,Sliv izvora Rije?ine i Grobni?kog polja / Obmo?je izvira Rije?ine in Grobni?kega polja,HRV,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU325,Sliv Ri?ane / Obmo?je Ri?ane,HRV,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU326,Sliv Dragonje / Obmo?je Dragonje,HRV,SVN,UB,UB,0,FALSE,0-10km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
EU327,Sliv izvora u gradu Rijeci / Obmo?je izvirov v mestu Reka,HRV,SVN,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
EU329,Sliv izvora Sv. Ivan / Obmo?je izvira Sv. Ivan,HRV,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU332,Sliv izvora Bula? / Obmo?je izvira Bula?,HRV,SVN,IU0,IU1,0,FALSE,0-10km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
EU334,Sliv Bra?ane / Obmo?je Bra?ane,HRV,SVN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
EU336,Aquifère du Rhin Supérieur / Oberrheinaquifer,CHE,DEU,UB,UB,0,TRUE,0-10km,UB,UB,UB,UB,True,False,False,False,0.071,0.0015,,,,
EU336,Aquifère du Rhin Supérieur / Oberrheinaquifer,CHE,FRA,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,True,False,False,False,0.5286,0.0002,,,,
EU336,Aquifère du Rhin Supérieur / Oberrheinaquifer,DEU,FRA,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.5286,0.5328,,,,
EU337,"Quaternary, Lower Neogene and Upper Cretaceous sediments in the transboundary Bug, San and Dniester River Basins",POL,UKR,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.0,0.0,,,,
EU338,Usedom / Uznam Island Quaternary Aquifer,DEU,POL,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
EU339,Upper Pannonian-Lower Pleistocene / Vojvodina / Duna-Tisza köze déli r.,HUN,ROU,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.1094,0.0128,,,,
EU339,Upper Pannonian-Lower Pleistocene / Vojvodina / Duna-Tisza köze déli r.,HUN,SRB,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.3131,0.0806,,,,
EU339,Upper Pannonian-Lower Pleistocene / Vojvodina / Duna-Tisza köze déli r.,ROU,SRB,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,True,False,False,False,0.3131,0.2729,,,,
EU340,Komár?anská Kryha / Dunántúli-khgs. Északi r.,HUN,SVK,BL,DA,0,TRUE,10-100km,BL,DA,BL,DA,False,False,False,False,1.0,1.0,,,,
N001,Abbotsford-Sumas,CAN,USA,BL,BL,3,FALSE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
N002,Okanagan-Osoyoos,CAN,USA,DA,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,True,True,0.4585,0.4585,C,1,,"stage 3 (UB->DA): audit class C, tier 1 -- groundwater irrigation absent from the whole polygon, contradicted by external sources; evidence on the CAN side"
N003,Grand Forks,CAN,USA,IU0,IU1,0,FALSE,0-10km,IU0,IU1,IU0,IU1,False,False,False,False,,,,,,
N004,Eastend-Ravenscrag (Poplar),CAN,USA,IU1,DA,0,FALSE,10-100km,IU1,DA,IU1,DA,False,False,False,False,1.0,1.0,,,,
N005,Estevan Valley Aquifer System,CAN,USA,IU1,DA,0,FALSE,10-100km,IU1,DA,IU1,DA,False,False,False,False,,,,,,
N007,Châteauguay,CAN,USA,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,0.3538,0.3538,,,,
N008,Tijuana - San Diego Aquifer,MEX,USA,UB,BL,0,FALSE,10-100km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
N012,Nogales-Rio Santa Cruz Aquifer / Upper Santa Cruz Basin,MEX,USA,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0339,0.0339,,,,
N013,Rio San Pedro Aquifer / Upper San Pedro Basin,MEX,USA,DA,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,True,True,0.101,0.101,C,1,,"stage 3 (UB->DA): audit class C, tier 1 -- groundwater irrigation absent from the whole polygon, contradicted by external sources; evidence on the MEX side"
N014,Conejos Medanos Aquifer / Mesilla Bolson,MEX,USA,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0065,0.0065,,,,
N015,Valle de Juarez Bolson / Hueco-Tularosa Bolson,MEX,USA,BL,BL,3,TRUE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
N018,Las Palmas Aquifer / Mimbres Basin,MEX,USA,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.1877,0.1877,,,,
N019,Judith River,CAN,USA,DA,DA,0,FALSE,100+km,DA,DA,DA,DA,False,False,False,False,0.0494,0.0494,,,,
N020,Milk River,CAN,USA,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.5358,0.5358,,,,
N021,Richelieu/Lake Champlain and Yamaska,CAN,USA,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.762,0.762,,,,
N022a,Northern Great Plains - Upper Cretaceous Aquifer System,CAN,USA,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,1.0,1.0,,,,
N022b,Northern Great Plains - Lower Tertiary Aquifer System,CAN,USA,UB,DA,0,FALSE,10-100km,UB,DA,UB,DA,False,False,False,False,1.0,1.0,,,,
N025,Laguna Salada Aquifer / Coyote Wells Valley,MEX,USA,IU1,IU1,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,True,True,,,C,1,,"stage 3 (IU0->IU1): audit class C, tier 1 -- groundwater irrigation absent from the whole polygon, contradicted by external sources; evidence on the MEX/USA side"
N026,Valle de Mexicali - San Luis Rio Colorado Aquifer / Yuma - Imperial Valley,MEX,USA,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.2198,0.2198,,,,
N031,Sonoyta-Puerto Penasco Aquifer,MEX,USA,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
N035,La Abra Plain,MEX,USA,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
N041,San Simon Wash,MEX,USA,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,0.0,0.0,,,,
N045,Rio Altar Aquifer,MEX,USA,IU1,IU1,0,FALSE,0-10km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
N048,Rio Agua Prieta Aquifer / Douglas Basin,MEX,USA,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
N053,Janos Aquifer / Playas Basin,MEX,USA,DA,DA,0,FALSE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0677,0.0677,,,,
N055,Ascension Aquifer / Hachita Moscos Basin,MEX,USA,BL,BL,0,FALSE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
N057,Potrillo Mountains,MEX,USA,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
N059,Red Light Draw Bolson,MEX,USA,IU0,IU0,0,TRUE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
N061,Green River Valley Bolson,MEX,USA,IU0,IU0,0,TRUE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
N062,Presidio Bolson,MEX,USA,BL,BL,0,TRUE,10-100km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
N063,Redford Bolson,MEX,USA,BL,BL,0,TRUE,0-10km,BL,BL,BL,BL,False,False,False,False,1.0,1.0,,,,
N068,Edwards Aquifer,MEX,USA,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,False,False,False,False,0.5267,0.5267,,,,
N069,Santa Fe del Pino Aquifer,MEX,USA,IU0,IU0,0,TRUE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
N070,Serrania del Burro Aquifer,MEX,USA,IU0,IU0,0,TRUE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
N071,Austin Formation / Austin Chalk,MEX,USA,IU0,IU1,0,TRUE,10-100km,IU0,IU1,IU0,IU1,False,False,False,False,1.0,1.0,,,,
N075,Presa La Amistad Aquifer,MEX,USA,UB,BL,0,TRUE,0-10km,UB,BL,UB,BL,False,False,False,False,1.0,1.0,,,,
N076,Allende-Piedras Negras Aquifer,MEX,USA,DA,BL,0,TRUE,10-100km,DA,BL,DA,BL,False,False,False,False,0.416,0.416,,,,
N082,Carrizo-Wilcox Aquifer,MEX,USA,IU1,IU1,0,TRUE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
N088,Baja de Rio Bravo / Gulf Coast Aquifer,MEX,USA,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,False,False,False,False,0.4189,0.4189,,,,
S001,Choco-Darién,COL,PAN,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
S002,Táchira Pamplonita,COL,VEN,UB,UB,1,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
S003,La Guajira,COL,VEN,UB,UB,1,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
S004,Grupo Roraima,BRA,GUY,IU1,IU1,0,TRUE,100+km,IU0,IU0,IU0,IU0,True,False,True,True,,,B,1,,"stage 3 (IU0->IU1): audit class B, tier 1 -- settlement above the urban-cluster floor, yet the urban layer reads zero across the whole polygon; evidence on the BRA/GUY side"
S004,Grupo Roraima,BRA,VEN,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,True,False,False,False,,,,,,
S004,Grupo Roraima,GUY,VEN,IU1,IU1,0,FALSE,100+km,IU1,IU1,IU1,IU1,True,False,False,False,,,,,,
S005,Boa Vista-Serra do Tucano-North Savanna,BRA,GUY,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,False,False,False,False,,,,,,
S006,Upper Sand / Zanderij,FRA,SUR,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S006,Upper Sand / Zanderij,GUY,SUR,IU0,IU0,0,TRUE,100+km,IU1,IU1,IU0,IU0,True,True,False,True,,,,,stage 2 (IU1->IU0): the urban land in the 100 km band lay along a different border,
S007,Coesewijne,GUY,SUR,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,,,,,,
S008,A-Sand/B-Sand,GUY,SUR,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,,,,,,
S009,Aquífero litorâneo / Aquifères sédimentaires de la bande côtière,BRA,FRA,IU1,IU1,0,TRUE,100+km,IU1,IU1,IU1,IU1,False,False,False,False,0.0,0.0,,,,
S010,Tulcán-Ipiales,COL,ECU,UB,UB,1,TRUE,0-10km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
S011,Zarumilla,ECU,PER,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
S012,Puyango-Tumbes-Catamayo-Chira,ECU,PER,UB,DA,0,TRUE,10-100km,UB,DA,UB,DA,False,False,False,False,0.0203,0.0203,,,,
S013,Amazonas,BOL,BRA,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,BOL,PER,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,BRA,COL,UB,UB,1,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,BRA,PER,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,COL,ECU,UB,UB,1,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,COL,PER,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,COL,VEN,UB,UB,3,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0,0.0,,,,
S013,Amazonas,ECU,PER,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,,,,,,
S014,Titicaca,BOL,PER,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,False,False,False,False,0.1018,0.1018,,,,
S015,Pantanal,BOL,BRA,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,True,False,False,False,,,,,,
S015,Pantanal,BOL,PRY,IU1,IU1,0,TRUE,100+km,UB,UB,IU1,IU1,True,True,False,True,,,,,stage 2 (UB->IU1): zone areas re-measured against this dyad's own border,
S015,Pantanal,BRA,PRY,UB,UB,0,TRUE,10-100km,UB,UB,UB,UB,True,False,False,False,,,,,,
S016,Agua Dulce,BOL,PRY,IU0,IU0,0,TRUE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
S017,Salar de Ollagüe / Pastos Grandes,BOL,CHL,IU0,IU0,0,FALSE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
S018,Caplina-Concordia Aquifer System,CHL,PER,BL,BL,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,True,True,0.0134,0.0134,C,1,,"stage 3 (IU1->BL): audit class C, tier 1 -- groundwater irrigation absent from the whole polygon, contradicted by external sources; evidence on the CHL side"
S019,Aquidauana-Aquidabán,BRA,PRY,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,False,False,False,False,0.0,0.0,,,,
S020,Caiua-Bauru-Acaray Aquifer,BRA,PRY,UB,UB,0,FALSE,10-100km,UB,UB,UB,UB,False,False,False,False,1.0,1.0,,,,
S021,Sistema Aquífero / Sistema Acuífero Guaraní,ARG,BRA,DA,DA,3,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.0332,0.0277,,,,
S021,Sistema Aquífero / Sistema Acuífero Guaraní,ARG,PRY,DA,DA,3,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.0749,0.0715,,,,
S021,Sistema Aquífero / Sistema Acuífero Guaraní,ARG,URY,DA,DA,3,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.654,0.0611,,,,
S021,Sistema Aquífero / Sistema Acuífero Guaraní,BRA,PRY,DA,DA,3,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.0749,0.0016,,,,
S021,Sistema Aquífero / Sistema Acuífero Guaraní,BRA,URY,DA,DA,3,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.654,0.6388,,,,
S022,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,ARG,BRA,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.0594,0.0518,,,,
S022,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,ARG,PRY,UB,DA,0,TRUE,100+km,DA,DA,UB,DA,True,True,False,True,0.1163,0.1114,,,stage 2 (DA->UB): the side with less irrigation loses its 100 km-band cropland once the band is measured to this dyad's border; near-zone share 0.116 -> 0.111,
S022,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,ARG,URY,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.6498,0.0467,,,,
S022,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,BRA,PRY,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.1163,0.0004,,,,
S022,Sistema Aquífero / Sistema Acuífero Arapey / Serra Geral,BRA,URY,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.6498,0.6498,,,,
S023,Litoráneo-Chuy,BRA,URY,UB,DA,0,TRUE,100+km,UB,DA,UB,DA,False,False,False,False,0.0154,0.0154,,,,
S024,Permo-Carbonífero,BRA,URY,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,False,False,False,False,0.3214,0.3214,,,,
S025,Litoral-Cretácico,ARG,URY,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.0296,0.0296,,,,
S026,Salto-Salto Chico,ARG,URY,DA,DA,0,TRUE,10-100km,DA,DA,DA,DA,False,False,False,False,0.558,0.558,,,,
S027,Puneños,ARG,BOL,IU0,IU0,0,TRUE,10-100km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
S028,Sistema Acuífero Yrendá-Toba-Tarijeño (SAYTT),ARG,BOL,DA,DA,0,TRUE,100+km,DA,DA,DA,DA,True,False,False,False,0.0112,0.0065,,,,
S028,Sistema Acuífero Yrendá-Toba-Tarijeño (SAYTT),ARG,PRY,UB,UB,0,TRUE,100+km,UB,UB,UB,UB,True,False,False,False,0.0005,0.0005,,,,
S028,Sistema Acuífero Yrendá-Toba-Tarijeño (SAYTT),BOL,PRY,IU1,IU1,0,TRUE,100+km,UB,UB,IU1,IU1,True,True,False,True,0.0112,0.0,,,stage 2 (UB->IU1): the urban land in the 100 km band lay along a different border; near-zone share 0.011 -> 0.000,
S029,El Cóndor-Cañadón del Cóndor,ARG,CHL,IU1,IU1,0,FALSE,10-100km,IU1,IU1,IU1,IU1,False,False,False,False,,,,,,
S030,Salar de Ascotán,BOL,CHL,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
S031,Silala,BOL,CHL,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,False,False,False,False,,,,,,
S032,Laguna Blanca,BOL,CHL,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,True,False,False,False,,,,,,
S032,Laguna Blanca,CHL,PER,IU0,IU0,0,FALSE,0-10km,IU0,IU0,IU0,IU0,True,False,False,False,,,,,,
